G   Best    Average    STD
1 0.129392 -3999.94 4899.03
2 0.129392 0.095648 0.0192803
3 0.204553 0.123576 0.0426894
4 0.204553 0.124572 0.042008
5 0.204553 0.152367 0.0308047
6 0.329458 0.234744 0.0609901
7 0.329458 0.238072 0.0571249
8 0.329458 0.251243 0.0482255
9 0.34046 0.280219 0.0497922
10 0.354618 0.30907 0.042166
11 0.383137 0.337298 0.0343296
12 0.383137 0.337298 0.0343296
13 0.383137 0.337298 0.0343296
14 0.438274 0.369189 0.0389447
15 0.438274 0.369189 0.0389447
16 0.438274 0.369189 0.0389447
17 0.438274 0.369189 0.0389447
18 0.438274 0.376217 0.0339972
19 0.438274 0.376217 0.0339972
20 0.438274 0.382622 0.0293575
21 0.438274 0.382622 0.0293575
22 0.438274 0.382622 0.0293575
23 0.478314 0.407361 0.0438682
24 0.478314 0.413384 0.0394255
25 0.478314 0.413384 0.0394255
26 0.478314 0.413384 0.0394255
27 0.478314 0.417608 0.0357802
28 0.478314 0.417608 0.0357802
29 0.478314 0.417608 0.0357802
30 0.478314 0.417608 0.0357802
31 0.478314 0.422186 0.0323793
32 0.478314 0.422186 0.0323793
33 0.48947 0.44136 0.0377203
34 0.48947 0.44136 0.0377203
35 0.512284 0.464874 0.0379568
36 0.512284 0.484051 0.0255887
37 0.512284 0.484051 0.0255887
38 0.512284 0.484051 0.0255887
39 0.512284 0.484051 0.0255887
40 0.528472 0.50209 0.0174615
41 0.528472 0.50209 0.0174615
42 0.644439 0.535315 0.0560408
43 0.644439 0.561891 0.0507995
44 0.644439 0.561891 0.0507995
45 0.644439 0.561891 0.0507995
46 0.644439 0.561891 0.0507995
47 0.794241 0.618282 0.0985177
48 0.794241 0.618282 0.0985177
49 0.794241 0.618282 0.0985177
50 0.794241 0.618282 0.0985177
51 0.794241 0.618282 0.0985177
52 0.794241 0.624822 0.0931604
53 0.794241 0.624822 0.0931604
54 0.794241 0.624822 0.0931604
55 0.794241 0.624822 0.0931604
56 0.794241 0.624822 0.0931604
57 0.794241 0.624822 0.0931604
58 0.794241 0.62924 0.0889134
59 0.794241 0.62924 0.0889134
60 0.794241 0.62924 0.0889134
61 0.794241 0.62924 0.0889134
62 0.794241 0.62924 0.0889134
63 0.794241 0.62924 0.0889134
64 0.794241 0.62924 0.0889134
65 0.794241 0.62924 0.0889134
66 0.794241 0.62924 0.0889134
67 0.794241 0.661726 0.0837564
68 0.794241 0.661726 0.0837564
69 0.794241 0.661726 0.0837564
70 0.794241 0.661726 0.0837564
71 0.794241 0.661726 0.0837564
72 0.794241 0.661726 0.0837564
73 0.794241 0.661726 0.0837564
74 0.794241 0.661726 0.0837564
75 0.794241 0.661726 0.0837564
76 0.794241 0.661726 0.0837564
77 0.794241 0.661726 0.0837564
78 0.794241 0.661726 0.0837564
79 0.794241 0.661726 0.0837564
80 0.794241 0.661726 0.0837564
81 0.794241 0.661726 0.0837564
82 0.794241 0.661726 0.0837564
83 0.794241 0.661726 0.0837564
84 0.794241 0.661726 0.0837564
85 0.794241 0.661726 0.0837564
86 0.794241 0.661726 0.0837564
87 0.794241 0.661726 0.0837564
88 0.794241 0.661726 0.0837564
89 0.794241 0.661726 0.0837564
90 0.794241 0.661726 0.0837564
91 0.794241 0.661726 0.0837564
92 0.794241 0.661726 0.0837564
93 0.794241 0.661726 0.0837564
94 0.794241 0.661726 0.0837564
95 0.794241 0.683798 0.0666827
96 0.794241 0.683798 0.0666827
97 0.794241 0.683798 0.0666827
98 0.794241 0.683798 0.0666827
99 0.794241 0.683798 0.0666827
100 0.794241 0.683798 0.0666827
